country_code,name,path,sha,download_url
py,py.json,tv/raw/countries/py.json,23cb73c88182e9dbcbad0f58d1bc2ca72da272bd,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/py.json
qa,qa.json,tv/raw/countries/qa.json,69d6174c3796fb5a8b02bb5d79d9dcf86d27d11e,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/qa.json
ro,ro.json,tv/raw/countries/ro.json,36b9d78bda51a6f880dd60df76ddc1b692ba172e,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/ro.json
rs,rs.json,tv/raw/countries/rs.json,89d84eb410fca70877d5c6446dbb667464a607c1,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/rs.json
ru,ru.json,tv/raw/countries/ru.json,a062d07cbb4433277402048e6aac0f90e1c54a64,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/ru.json
rw,rw.json,tv/raw/countries/rw.json,78a7a2c1677af6d4cace2413cb8ef0c558db8cee,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/rw.json
sa,sa.json,tv/raw/countries/sa.json,fcac6036fb7361fb4025470d9311a1a7e892e88b,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/sa.json
sd,sd.json,tv/raw/countries/sd.json,187a552f4438381d4a344e9bac1de3fe2890fd84,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/sd.json
se,se.json,tv/raw/countries/se.json,6f2cbf3b961f8096354761cb6d5ccf81d96f8129,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/se.json
sg,sg.json,tv/raw/countries/sg.json,8ddc637570c70846f5f0f8f7faad6cb97b26d026,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/sg.json
si,si.json,tv/raw/countries/si.json,176bf0fd8053cdabcc94251bc779dabadf40758c,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/si.json
sk,sk.json,tv/raw/countries/sk.json,914966bbe0b0b353b4e90c5351816ccd5f3bcb09,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/sk.json
sn,sn.json,tv/raw/countries/sn.json,314de0714a76c68898f22691d8b9497bcbb0a5e3,https://raw.githubusercontent.com/famelack/famelack-data/main/tv/raw/countries/sn.json
